dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness,error_type,sub_error_type,comment
wikihow,49,9,Use double-sided fabric tape to attach your shirt to the board,To spice up a backing board try covering it with cloth or paper that shares or contrasts with the jersey’s colors,"['Use', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'your', 'shirt', 'to', 'the', 'board']","['To', 'spice', 'up', 'a', 'backing', 'board', 'try', 'covering', 'it', 'with', 'cloth', 'or', 'paper', 'that', 'shares', 'or', 'contrasts', 'with', 'the', 'jersey’s', 'colors']",21,"[[23, 24], []]",1,[],"Use (fabric,tape)",B,0,extra arguments,unnecessary head word,
wikihow,49,9,Use double-sided fabric tape to attach your shirt to the board,To spice up a backing board try covering it with cloth or paper that shares or contrasts with the jersey’s colors,"['Use', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'your', 'shirt', 'to', 'the', 'board']","['To', 'spice', 'up', 'a', 'backing', 'board', 'try', 'covering', 'it', 'with', 'cloth', 'or', 'paper', 'that', 'shares', 'or', 'contrasts', 'with', 'the', 'jersey’s', 'colors']",26,"[[28], []]",1,[],attach (shirt),B,1,,,
wikihow,49,10,Whether you’re folding it into a square or displaying an entire side you will secure your jersey with the same basic method,Use double-sided fabric tape to attach your shirt to the board,"['Whether', 'you’re', 'folding', 'it', 'into', 'a', 'square', 'or', 'displaying', 'an', 'entire', 'side', 'you', 'will', 'secure', 'your', 'jersey', 'with', 'the', 'same', 'basic', 'method']","['Use', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'your', 'shirt', 'to', 'the', 'board']",13,"[[7], []]",3,[19],folding (shirt),B,1,,,
wikihow,49,10,Whether you’re folding it into a square or displaying an entire side you will secure your jersey with the same basic method,Use double-sided fabric tape to attach your shirt to the board,"['Whether', 'you’re', 'folding', 'it', 'into', 'a', 'square', 'or', 'displaying', 'an', 'entire', 'side', 'you', 'will', 'secure', 'your', 'jersey', 'with', 'the', 'same', 'basic', 'method']","['Use', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'your', 'shirt', 'to', 'the', 'board']",19,"[[21, 22], []]",3,[13],"displaying (entire,side)",B,0,extra arguments,unnecessary head word,
wikihow,49,10,Whether you’re folding it into a square or displaying an entire side you will secure your jersey with the same basic method,Use double-sided fabric tape to attach your shirt to the board,"['Whether', 'you’re', 'folding', 'it', 'into', 'a', 'square', 'or', 'displaying', 'an', 'entire', 'side', 'you', 'will', 'secure', 'your', 'jersey', 'with', 'the', 'same', 'basic', 'method']","['Use', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'your', 'shirt', 'to', 'the', 'board']",25,"[[27], []]",1,[],secure (jersey),B,1,,,
wikihow,49,11,Use strips of double-sided fabric tape to attach the body of your jersey to the board,Whether you’re folding it into a square or displaying an entire side you will secure your jersey with the same basic method,"['Use', 'strips', 'of', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'the', 'body', 'of', 'your', 'jersey', 'to', 'the', 'board']","['Whether', 'you’re', 'folding', 'it', 'into', 'a', 'square', 'or', 'displaying', 'an', 'entire', 'side', 'you', 'will', 'secure', 'your', 'jersey', 'with', 'the', 'same', 'basic', 'method']",22,"[[23], []]",1,[],Use (strips),B,1,,,
wikihow,49,11,Use strips of double-sided fabric tape to attach the body of your jersey to the board,Whether you’re folding it into a square or displaying an entire side you will secure your jersey with the same basic method,"['Use', 'strips', 'of', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'the', 'body', 'of', 'your', 'jersey', 'to', 'the', 'board']","['Whether', 'you’re', 'folding', 'it', 'into', 'a', 'square', 'or', 'displaying', 'an', 'entire', 'side', 'you', 'will', 'secure', 'your', 'jersey', 'with', 'the', 'same', 'basic', 'method']",29,"[[34], []]",1,[],attach (jersey),B,1,,,
wikihow,49,12,Press down firmly on the board to make sure the shirt is secure,Use strips of double-sided fabric tape to attach the body of your jersey to the board,"['Press', 'down', 'firmly', 'on', 'the', 'board', 'to', 'make', 'sure', 'the', 'shirt', 'is', 'secure']","['Use', 'strips', 'of', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'the', 'body', 'of', 'your', 'jersey', 'to', 'the', 'board']",16,"[[21], []]",1,[],Press (board),B,1,,,
wikihow,49,12,Press down firmly on the board to make sure the shirt is secure,Use strips of double-sided fabric tape to attach the body of your jersey to the board,"['Press', 'down', 'firmly', 'on', 'the', 'board', 'to', 'make', 'sure', 'the', 'shirt', 'is', 'secure']","['Use', 'strips', 'of', 'double-sided', 'fabric', 'tape', 'to', 'attach', 'the', 'body', 'of', 'your', 'jersey', 'to', 'the', 'board']",28,"[[26], []]",1,[],secure (shirt),B,1,,,
wikihow,49,13,Use dressmaker pins to hold loose fabric down,Press down firmly on the board to make sure the shirt is secure,"['Use', 'dressmaker', 'pins', 'to', 'hold', 'loose', 'fabric', 'down']","['Press', 'down', 'firmly', 'on', 'the', 'board', 'to', 'make', 'sure', 'the', 'shirt', 'is', 'secure']",13,"[[14, 15], []]",1,[],"Use (dressmaker,pins)",B,0,extra arguments,unnecessary head word,
wikihow,49,13,Use dressmaker pins to hold loose fabric down,Press down firmly on the board to make sure the shirt is secure,"['Use', 'dressmaker', 'pins', 'to', 'hold', 'loose', 'fabric', 'down']","['Press', 'down', 'firmly', 'on', 'the', 'board', 'to', 'make', 'sure', 'the', 'shirt', 'is', 'secure']",17,"[[18, 19], []]",1,[],"hold (loose,fabric)",B,0,extra arguments,unnecessary head word,
wikihow,49,14,Press small dressmaker pins through the jersey to hold any loose fabric down,Use dressmaker pins to hold loose fabric down,"['Press', 'small', 'dressmaker', 'pins', 'through', 'the', 'jersey', 'to', 'hold', 'any', 'loose', 'fabric', 'down']","['Use', 'dressmaker', 'pins', 'to', 'hold', 'loose', 'fabric', 'down']",8,"[[10, 11], []]",1,[],"Press (dressmaker,pins)",B,0,extra arguments,unnecessary head word,
wikihow,49,14,Press small dressmaker pins through the jersey to hold any loose fabric down,Use dressmaker pins to hold loose fabric down,"['Press', 'small', 'dressmaker', 'pins', 'through', 'the', 'jersey', 'to', 'hold', 'any', 'loose', 'fabric', 'down']","['Use', 'dressmaker', 'pins', 'to', 'hold', 'loose', 'fabric', 'down']",16,"[[18, 19], []]",1,[],"hold (loose,fabric)",B,0,extra arguments,unnecessary head word,
wikihow,49,15,Look for spots that will be hidden from view such as inside the sleeves and shoulders,Press small dressmaker pins through the jersey to hold any loose fabric down,"['Look', 'for', 'spots', 'that', 'will', 'be', 'hidden', 'from', 'view', 'such', 'as', 'inside', 'the', 'sleeves', 'and', 'shoulders']","['Press', 'small', 'dressmaker', 'pins', 'through', 'the', 'jersey', 'to', 'hold', 'any', 'loose', 'fabric', 'down']",13,"[[15], []]",1,[],Look (spots),B,1,,,
wikihow,49,16,Cover exposed pin points with fabric tape,Look for spots that will be hidden from view such as inside the sleeves and shoulders,"['Cover', 'exposed', 'pin', 'points', 'with', 'fabric', 'tape']","['Look', 'for', 'spots', 'that', 'will', 'be', 'hidden', 'from', 'view', 'such', 'as', 'inside', 'the', 'sleeves', 'and', 'shoulders']",16,"[[18, 19], []]",1,[],"Cover (pin,points)",B,0,extra arguments,unnecessary head word,
wikihow,49,17,Attach other decorations to the board if you want to,Cover exposed pin points with fabric tape,"['Attach', 'other', 'decorations', 'to', 'the', 'board', 'if', 'you', 'want', 'to']","['Cover', 'exposed', 'pin', 'points', 'with', 'fabric', 'tape']",7,"[[9], []]",2,[],Attach (decorations),B,1,,,
wikihow,49,18,If you have extra room try adding some related elements to the shadow box,Attach other decorations to the board if you want to,"['If', 'you', 'have', 'extra', 'room', 'try', 'adding', 'some', 'related', 'elements', 'to', 'the', 'shadow', 'box']","['Attach', 'other', 'decorations', 'to', 'the', 'board', 'if', 'you', 'want', 'to']",16,"[[19], []]",2,[],adding (elements),B,1,,,
wikihow,49,20,For larger heavier objects try attaching them with velcro straps or twine,Small light objects can be attached just like the jersey itself,"['For', 'larger', 'heavier', 'objects', 'try', 'attaching', 'them', 'with', 'velcro', 'straps', 'or', 'twine']","['Small', 'light', 'objects', 'can', 'be', 'attached', 'just', 'like', 'the', 'jersey', 'itself']",16,"[[14], []]",1,[],attaching (objects),B,1,,,
wikihow,49,22,For personal jerseys try adding equipment you used while playing like gloves balls or pucks,In some cases items can be rested against the base of the shadow box itself,"['For', 'personal', 'jerseys', 'try', 'adding', 'equipment', 'you', 'used', 'while', 'playing', 'like', 'gloves', 'balls', 'or', 'pucks']","['In', 'some', 'cases', 'items', 'can', 'be', 'rested', 'against', 'the', 'base', 'of', 'the', 'shadow', 'box', 'itself']",19,"[[20], []]",1,[],adding (equipment),B,1,,,
wikihow,49,22,For personal jerseys try adding equipment you used while playing like gloves balls or pucks,In some cases items can be rested against the base of the shadow box itself,"['For', 'personal', 'jerseys', 'try', 'adding', 'equipment', 'you', 'used', 'while', 'playing', 'like', 'gloves', 'balls', 'or', 'pucks']","['In', 'some', 'cases', 'items', 'can', 'be', 'rested', 'against', 'the', 'base', 'of', 'the', 'shadow', 'box', 'itself']",24,"[[26, 27], [29]]",1,[],"playing (gloves,balls); playing (pucks)",B,0,extra arguments,unnecessary head word,
wikihow,49,23,For fan jerseys try adding team memorabilia like flags or player memorabilia like collectible cards,For personal jerseys try adding equipment you used while playing like gloves balls or pucks,"['For', 'fan', 'jerseys', 'try', 'adding', 'team', 'memorabilia', 'like', 'flags', 'or', 'player', 'memorabilia', 'like', 'collectible', 'cards']","['For', 'personal', 'jerseys', 'try', 'adding', 'equipment', 'you', 'used', 'while', 'playing', 'like', 'gloves', 'balls', 'or', 'pucks']",19,"[[20, 21], []]",1,[],"adding (team,memorabilia)",B,0,extra arguments,unnecessary head word,
wikihow,49,24,Place a nail or hook on the wall,For fan jerseys try adding team memorabilia like flags or player memorabilia like collectible cards,"['Place', 'a', 'nail', 'or', 'hook', 'on', 'the', 'wall']","['For', 'fan', 'jerseys', 'try', 'adding', 'team', 'memorabilia', 'like', 'flags', 'or', 'player', 'memorabilia', 'like', 'collectible', 'cards']",15,"[[17], [19]]",1,[],Place (nail); Place (hook),B,1,,,
wikihow,49,25,Look at the reverse side of your backing board to see what kind of mount it uses,Place a nail or hook on the wall,"['Look', 'at', 'the', 'reverse', 'side', 'of', 'your', 'backing', 'board', 'to', 'see', 'what', 'kind', 'of', 'mount', 'it', 'uses']","['Place', 'a', 'nail', 'or', 'hook', 'on', 'the', 'wall']",8,"[[15, 16], []]",1,[],"Look (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,25,Look at the reverse side of your backing board to see what kind of mount it uses,Place a nail or hook on the wall,"['Look', 'at', 'the', 'reverse', 'side', 'of', 'your', 'backing', 'board', 'to', 'see', 'what', 'kind', 'of', 'mount', 'it', 'uses']","['Place', 'a', 'nail', 'or', 'hook', 'on', 'the', 'wall']",18,"[[22], []]",1,[],see (mount),B,1,,,
wikihow,49,27,For walls you can alter find the spot you wish to hang your jersey from and insert a nail or whatever object the mount requires,In most cases this will be a generic nail mount,"['For', 'walls', 'you', 'can', 'alter', 'find', 'the', 'spot', 'you', 'wish', 'to', 'hang', 'your', 'jersey', 'from', 'and', 'insert', 'a', 'nail', 'or', 'whatever', 'object', 'the', 'mount', 'requires']","['In', 'most', 'cases', 'this', 'will', 'be', 'a', 'generic', 'nail', 'mount']",15,"[[17], []]",1,[],find (spot),B,1,,,
wikihow,49,27,For walls you can alter find the spot you wish to hang your jersey from and insert a nail or whatever object the mount requires,In most cases this will be a generic nail mount,"['For', 'walls', 'you', 'can', 'alter', 'find', 'the', 'spot', 'you', 'wish', 'to', 'hang', 'your', 'jersey', 'from', 'and', 'insert', 'a', 'nail', 'or', 'whatever', 'object', 'the', 'mount', 'requires']","['In', 'most', 'cases', 'this', 'will', 'be', 'a', 'generic', 'nail', 'mount']",26,"[[28], [31]]",1,[],insert (nail); insert (object),B,1,,,
wikihow,49,28,For walls you can’t alter use a command strip instead,For walls you can alter find the spot you wish to hang your jersey from and insert a nail or whatever object the mount requires,"['For', 'walls', 'you', 'can’t', 'alter', 'use', 'a', 'command', 'strip', 'instead']","['For', 'walls', 'you', 'can', 'alter', 'find', 'the', 'spot', 'you', 'wish', 'to', 'hang', 'your', 'jersey', 'from', 'and', 'insert', 'a', 'nail', 'or', 'whatever', 'object', 'the', 'mount', 'requires']",30,"[[32, 33], []]",1,[],"use (command,strip)",B,0,extra arguments,unnecessary head word,
wikihow,49,29,For heavy boxes make sure to use a strong nail or hook to support the frame’s weight,For walls you can’t alter use a command strip instead,"['For', 'heavy', 'boxes', 'make', 'sure', 'to', 'use', 'a', 'strong', 'nail', 'or', 'hook', 'to', 'support', 'the', 'frame’s', 'weight']","['For', 'walls', 'you', 'can’t', 'alter', 'use', 'a', 'command', 'strip', 'instead']",16,"[[19], [21]]",1,[],use (nail); use (hook),B,1,,,
wikihow,49,29,For heavy boxes make sure to use a strong nail or hook to support the frame’s weight,For walls you can’t alter use a command strip instead,"['For', 'heavy', 'boxes', 'make', 'sure', 'to', 'use', 'a', 'strong', 'nail', 'or', 'hook', 'to', 'support', 'the', 'frame’s', 'weight']","['For', 'walls', 'you', 'can’t', 'alter', 'use', 'a', 'command', 'strip', 'instead']",23,"[[25, 26], []]",1,[],"support (frame’s,weight)",B,0,extra arguments,unnecessary head word,
wikihow,49,30,Replace the backing board and hang your jersey,For heavy boxes make sure to use a strong nail or hook to support the frame’s weight,"['Replace', 'the', 'backing', 'board', 'and', 'hang', 'your', 'jersey']","['For', 'heavy', 'boxes', 'make', 'sure', 'to', 'use', 'a', 'strong', 'nail', 'or', 'hook', 'to', 'support', 'the', 'frame’s', 'weight']",17,"[[19, 20], []]",1,[],"Replace (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,30,Replace the backing board and hang your jersey,For heavy boxes make sure to use a strong nail or hook to support the frame’s weight,"['Replace', 'the', 'backing', 'board', 'and', 'hang', 'your', 'jersey']","['For', 'heavy', 'boxes', 'make', 'sure', 'to', 'use', 'a', 'strong', 'nail', 'or', 'hook', 'to', 'support', 'the', 'frame’s', 'weight']",22,"[[24], []]",1,[],hang (jersey),B,1,,,
wikihow,49,31,When your arrangement is ready reattach the backing board to your shadow box,Replace the backing board and hang your jersey,"['When', 'your', 'arrangement', 'is', 'ready', 'reattach', 'the', 'backing', 'board', 'to', 'your', 'shadow', 'box']","['Replace', 'the', 'backing', 'board', 'and', 'hang', 'your', 'jersey']",13,"[[15, 16], []]",1,[],"reattach (backing,board)",B,0,extra arguments,unnecessary head word,
wikihow,49,33,Then hang the frame and enjoy your new decor,Be careful not to bump or alter the objects inside while doing so,"['Then', 'hang', 'the', 'frame', 'and', 'enjoy', 'your', 'new', 'decor']","['Be', 'careful', 'not', 'to', 'bump', 'or', 'alter', 'the', 'objects', 'inside', 'while', 'doing', 'so']",14,"[[16], []]",1,[],hang (frame),B,1,,,
wikihow,49,33,Then hang the frame and enjoy your new decor,Be careful not to bump or alter the objects inside while doing so,"['Then', 'hang', 'the', 'frame', 'and', 'enjoy', 'your', 'new', 'decor']","['Be', 'careful', 'not', 'to', 'bump', 'or', 'alter', 'the', 'objects', 'inside', 'while', 'doing', 'so']",18,"[[21], []]",1,[],enjoy (decor),B,1,,,
wikihow,66,0,Cover your foundation vents,,"['Cover', 'your', 'foundation', 'vents']",[],0,"[[2, 3], []]",1,[],"Cover (foundation,vents)",B,0,extra arguments,unnecessary head word,
wikihow,66,2,Block possums from sneaking in through these openings by covering them with slotted metal vent covers,One of the easiest ways for possums to sneak into your home is through the dryer vent or other vents along the foundation,"['Block', 'possums', 'from', 'sneaking', 'in', 'through', 'these', 'openings', 'by', 'covering', 'them', 'with', 'slotted', 'metal', 'vent', 'covers']","['One', 'of', 'the', 'easiest', 'ways', 'for', 'possums', 'to', 'sneak', 'into', 'your', 'home', 'is', 'through', 'the', 'dryer', 'vent', 'or', 'other', 'vents', 'along', 'the', 'foundation']",23,"[[24], []]",1,[],Block (possums),B,1,,,
wikihow,66,2,Block possums from sneaking in through these openings by covering them with slotted metal vent covers,One of the easiest ways for possums to sneak into your home is through the dryer vent or other vents along the foundation,"['Block', 'possums', 'from', 'sneaking', 'in', 'through', 'these', 'openings', 'by', 'covering', 'them', 'with', 'slotted', 'metal', 'vent', 'covers']","['One', 'of', 'the', 'easiest', 'ways', 'for', 'possums', 'to', 'sneak', 'into', 'your', 'home', 'is', 'through', 'the', 'dryer', 'vent', 'or', 'other', 'vents', 'along', 'the', 'foundation']",32,"[[24], []]",1,[],covering (possums),B,0,,,
wikihow,66,4,Trim tree branches,These covers are screwed onto the vent and have just enough room for steam and smoke to escape but not enough for possums to sneak through,"['Trim', 'tree', 'branches']","['These', 'covers', 'are', 'screwed', 'onto', 'the', 'vent', 'and', 'have', 'just', 'enough', 'room', 'for', 'steam', 'and', 'smoke', 'to', 'escape', 'but', 'not', 'enough', 'for', 'possums', 'to', 'sneak', 'through']",26,"[[27, 28], []]",1,[],"Trim (tree,branches)",B,0,extra arguments,unnecessary head word,
wikihow,66,6,Tree branches should be trimmed a minimum of 10 ft (305 m) away from the roof,Possums can sneak onto the roof if tree branches or other tall plants are positioned nearby,"['Tree', 'branches', 'should', 'be', 'trimmed', 'a', 'minimum', 'of', '10', 'ft', '(305', 'm)', 'away', 'from', 'the', 'roof']","['Possums', 'can', 'sneak', 'onto', 'the', 'roof', 'if', 'tree', 'branches', 'or', 'other', 'tall', 'plants', 'are', 'positioned', 'nearby']",20,"[[16, 17], []]",1,[],"trimmed (Tree,branches)",B,0,extra arguments,unnecessary head word,
wikihow,66,8,Protect low decks,Do not place climbing plants near the house especially not near the eaves areas,"['Protect', 'low', 'decks']","['Do', 'not', 'place', 'climbing', 'plants', 'near', 'the', 'house', 'especially', 'not', 'near', 'the', 'eaves', 'areas']",14,"[[15, 16], []]",1,[],"Protect (low,decks)",B,0,extra arguments,unnecessary head word,
wikihow,66,10,Use 14-inch (635-mm) grid screening or solid metal flashing,Possums have been known to hide out under low decks so these should also be protected with some form of metal barrier,"['Use', '14-inch', '(635-mm)', 'grid', 'screening', 'or', 'solid', 'metal', 'flashing']","['Possums', 'have', 'been', 'known', 'to', 'hide', 'out', 'under', 'low', 'decks', 'so', 'these', 'should', 'also', 'be', 'protected', 'with', 'some', 'form', 'of', 'metal', 'barrier']",22,"[[25, 26], [28, 29, 30]]",1,[],"Use (grid,screening); Use (solid,metal,flashing)",B,0,extra arguments,unnecessary head word,
wikihow,66,11,Dig a trench around the perimeter of the deck,Use 14-inch (635-mm) grid screening or solid metal flashing,"['Dig', 'a', 'trench', 'around', 'the', 'perimeter', 'of', 'the', 'deck']","['Use', '14-inch', '(635-mm)', 'grid', 'screening', 'or', 'solid', 'metal', 'flashing']",9,"[[11], []]",1,[],Dig (trench),B,1,,,
wikihow,66,13,Place the screening or flashing in the trench,The hole should be at least 12 inches (305 cm) deep,"['Place', 'the', 'screening', 'or', 'flashing', 'in', 'the', 'trench']","['The', 'hole', 'should', 'be', 'at', 'least', '12', 'inches', '(305', 'cm)', 'deep']",11,"[[13], [15]]",1,[],Place (screening); Place (flashing),B,1,,,
wikihow,66,15,Fill the trench in with dirt packing it down in place to prevent the screening from being jolted or wiggled around,The barrier should extend from the bottom of the hole to the bottom or underside of the deck,"['Fill', 'the', 'trench', 'in', 'with', 'dirt', 'packing', 'it', 'down', 'in', 'place', 'to', 'prevent', 'the', 'screening', 'from', 'being', 'jolted', 'or', 'wiggled', 'around']","['The', 'barrier', 'should', 'extend', 'from', 'the', 'bottom', 'of', 'the', 'hole', 'to', 'the', 'bottom', 'or', 'underside', 'of', 'the', 'deck']",18,"[[20], []]",1,[],Fill (trench),B,1,,,
wikihow,66,15,Fill the trench in with dirt packing it down in place to prevent the screening from being jolted or wiggled around,The barrier should extend from the bottom of the hole to the bottom or underside of the deck,"['Fill', 'the', 'trench', 'in', 'with', 'dirt', 'packing', 'it', 'down', 'in', 'place', 'to', 'prevent', 'the', 'screening', 'from', 'being', 'jolted', 'or', 'wiggled', 'around']","['The', 'barrier', 'should', 'extend', 'from', 'the', 'bottom', 'of', 'the', 'hole', 'to', 'the', 'bottom', 'or', 'underside', 'of', 'the', 'deck']",24,"[[20], []]",1,[],packing (trench),B,1,,,
wikihow,66,15,Fill the trench in with dirt packing it down in place to prevent the screening from being jolted or wiggled around,The barrier should extend from the bottom of the hole to the bottom or underside of the deck,"['Fill', 'the', 'trench', 'in', 'with', 'dirt', 'packing', 'it', 'down', 'in', 'place', 'to', 'prevent', 'the', 'screening', 'from', 'being', 'jolted', 'or', 'wiggled', 'around']","['The', 'barrier', 'should', 'extend', 'from', 'the', 'bottom', 'of', 'the', 'hole', 'to', 'the', 'bottom', 'or', 'underside', 'of', 'the', 'deck']",28,"[[20], []]",1,[],place (trench),B,0,wrong action,,
wikihow,66,15,Fill the trench in with dirt packing it down in place to prevent the screening from being jolted or wiggled around,The barrier should extend from the bottom of the hole to the bottom or underside of the deck,"['Fill', 'the', 'trench', 'in', 'with', 'dirt', 'packing', 'it', 'down', 'in', 'place', 'to', 'prevent', 'the', 'screening', 'from', 'being', 'jolted', 'or', 'wiggled', 'around']","['The', 'barrier', 'should', 'extend', 'from', 'the', 'bottom', 'of', 'the', 'hole', 'to', 'the', 'bottom', 'or', 'underside', 'of', 'the', 'deck']",30,"[[32, 35], [37]]",1,[],"prevent (screening,jolted); prevent (wiggled)",B,0,extra arguments,preposition arguments,
wikihow,66,16,Attach the top of the screening to the deck,Fill the trench in with dirt packing it down in place to prevent the screening from being jolted or wiggled around,"['Attach', 'the', 'top', 'of', 'the', 'screening', 'to', 'the', 'deck']","['Fill', 'the', 'trench', 'in', 'with', 'dirt', 'packing', 'it', 'down', 'in', 'place', 'to', 'prevent', 'the', 'screening', 'from', 'being', 'jolted', 'or', 'wiggled', 'around']",21,"[[26, 29], []]",1,[],"Attach (screening,deck)",B,1,,,
wikihow,66,18,Create a temporary one-way exit for any trapped possums to escape through,Nails or fence post staples usually work best,"['Create', 'a', 'temporary', 'one-way', 'exit', 'for', 'any', 'trapped', 'possums', 'to', 'escape', 'through']","['Nails', 'or', 'fence', 'post', 'staples', 'usually', 'work', 'best']",8,"[[12], []]",1,[],Create (exit),B,1,,,
wikihow,66,19,If you suspect that possums might be trapped below your deck provide them with a temporary means of escape,Create a temporary one-way exit for any trapped possums to escape through,"['If', 'you', 'suspect', 'that', 'possums', 'might', 'be', 'trapped', 'below', 'your', 'deck', 'provide', 'them', 'with', 'a', 'temporary', 'means', 'of', 'escape']","['Create', 'a', 'temporary', 'one-way', 'exit', 'for', 'any', 'trapped', 'possums', 'to', 'escape', 'through']",23,"[[16], []]",2,[],provide (possums),B,1,,,
wikihow,66,20,Instead of sealing up the final section of screening use 14-inch (635-mm) grid screening to form a funnel,If you suspect that possums might be trapped below your deck provide them with a temporary means of escape,"['Instead', 'of', 'sealing', 'up', 'the', 'final', 'section', 'of', 'screening', 'use', '14-inch', '(635-mm)', 'grid', 'screening', 'to', 'form', 'a', 'funnel']","['If', 'you', 'suspect', 'that', 'possums', 'might', 'be', 'trapped', 'below', 'your', 'deck', 'provide', 'them', 'with', 'a', 'temporary', 'means', 'of', 'escape']",28,"[[31, 32], []]",1,[],"use (grid,screening)",B,0,extra arguments,unnecessary head word,
wikihow,66,20,Instead of sealing up the final section of screening use 14-inch (635-mm) grid screening to form a funnel,If you suspect that possums might be trapped below your deck provide them with a temporary means of escape,"['Instead', 'of', 'sealing', 'up', 'the', 'final', 'section', 'of', 'screening', 'use', '14-inch', '(635-mm)', 'grid', 'screening', 'to', 'form', 'a', 'funnel']","['If', 'you', 'suspect', 'that', 'possums', 'might', 'be', 'trapped', 'below', 'your', 'deck', 'provide', 'them', 'with', 'a', 'temporary', 'means', 'of', 'escape']",34,"[[36], []]",1,[],form (funnel),B,1,,,
wikihow,66,21,The large end should be big enough for a possum to fit through and should be attached to the barrier using nails or fence post staples,Instead of sealing up the final section of screening use 14-inch (635-mm) grid screening to form a funnel,"['The', 'large', 'end', 'should', 'be', 'big', 'enough', 'for', 'a', 'possum', 'to', 'fit', 'through', 'and', 'should', 'be', 'attached', 'to', 'the', 'barrier', 'using', 'nails', 'or', 'fence', 'post', 'staples']","['Instead', 'of', 'sealing', 'up', 'the', 'final', 'section', 'of', 'screening', 'use', '14-inch', '(635-mm)', 'grid', 'screening', 'to', 'form', 'a', 'funnel']",34,"[[19, 20, 37], []]",1,[],"attached (large,end,barrier)",B,0,extra arguments,unnecessary head word,
wikihow,66,21,The large end should be big enough for a possum to fit through and should be attached to the barrier using nails or fence post staples,Instead of sealing up the final section of screening use 14-inch (635-mm) grid screening to form a funnel,"['The', 'large', 'end', 'should', 'be', 'big', 'enough', 'for', 'a', 'possum', 'to', 'fit', 'through', 'and', 'should', 'be', 'attached', 'to', 'the', 'barrier', 'using', 'nails', 'or', 'fence', 'post', 'staples']","['Instead', 'of', 'sealing', 'up', 'the', 'final', 'section', 'of', 'screening', 'use', '14-inch', '(635-mm)', 'grid', 'screening', 'to', 'form', 'a', 'funnel']",38,"[[39], [41]]",1,[],using (nails); using (fence),B,1,,,
wikihow,66,22,The small end should extend away from the building and should have a hole roughly 4 to 6 inches (10 to 15 cm) in diameter,The large end should be big enough for a possum to fit through and should be attached to the barrier using nails or fence post staples,"['The', 'small', 'end', 'should', 'extend', 'away', 'from', 'the', 'building', 'and', 'should', 'have', 'a', 'hole', 'roughly', '4', 'to', '6', 'inches', '(10', 'to', '15', 'cm)', 'in', 'diameter']","['The', 'large', 'end', 'should', 'be', 'big', 'enough', 'for', 'a', 'possum', 'to', 'fit', 'through', 'and', 'should', 'be', 'attached', 'to', 'the', 'barrier', 'using', 'nails', 'or', 'fence', 'post', 'staples']",30,"[[27, 28], []]",1,[],"extend (small,end)",B,0,extra arguments,unnecessary head word,
wikihow,66,24,Keep this passage open for a few days to one week before sealing up the hole,This will allow possums to squeeze their way out but not squeeze their way in,"['Keep', 'this', 'passage', 'open', 'for', 'a', 'few', 'days', 'to', 'one', 'week', 'before', 'sealing', 'up', 'the', 'hole']","['This', 'will', 'allow', 'possums', 'to', 'squeeze', 'their', 'way', 'out', 'but', 'not', 'squeeze', 'their', 'way', 'in']",15,"[[17], []]",1,[],Keep (passage),B,1,,,
wikihow,66,24,Keep this passage open for a few days to one week before sealing up the hole,This will allow possums to squeeze their way out but not squeeze their way in,"['Keep', 'this', 'passage', 'open', 'for', 'a', 'few', 'days', 'to', 'one', 'week', 'before', 'sealing', 'up', 'the', 'hole']","['This', 'will', 'allow', 'possums', 'to', 'squeeze', 'their', 'way', 'out', 'but', 'not', 'squeeze', 'their', 'way', 'in']",27,"[[30], []]",1,[],sealing (hole),B,1,,,
wikihow,66,25,Seal any other open spaces,Keep this passage open for a few days to one week before sealing up the hole,"['Seal', 'any', 'other', 'open', 'spaces']","['Keep', 'this', 'passage', 'open', 'for', 'a', 'few', 'days', 'to', 'one', 'week', 'before', 'sealing', 'up', 'the', 'hole']",16,"[[19, 20], []]",1,[],"Seal (open,spaces)",B,0,extra arguments,unnecessary head word,
wikihow,66,27,Attic vents and chimneys should be covered with 14-inch (635-mm) grid screening,Your home may have other open spaces that will appear inviting to a possum looking for a warm home or a free meal,"['Attic', 'vents', 'and', 'chimneys', 'should', 'be', 'covered', 'with', '14-inch', '(635-mm)', 'grid', 'screening']","['Your', 'home', 'may', 'have', 'other', 'open', 'spaces', 'that', 'will', 'appear', 'inviting', 'to', 'a', 'possum', 'looking', 'for', 'a', 'warm', 'home', 'or', 'a', 'free', 'meal']",29,"[[23, 24, 26], []]",1,[],"covered (Attic,vents,chimneys)",B,0,extra arguments,unnecessary head word,
