dataset,doc_id,sent_id,this_sent,last_sent,this_sent_tokens,last_sent_tokens,act_idx,obj_idxs,act_type,related_acts,action_annotations,group,label_correctness
wikihow,9,3,Avoid using saliva to turn pages and instead use a sponge Use cotton gloves if you are handling a rare old or fragile book,Wash your hands before handling any book and avoid having any liquids or foods nearby during handling or reading to help keep your book in an ideal condition,"['Avoid', 'using', 'saliva', 'to', 'turn', 'pages', 'and', 'instead', 'use', 'a', 'sponge', 'Use', 'cotton', 'gloves', 'if', 'you', 'are', 'handling', 'a', 'rare', 'old', 'or', 'fragile', 'book']","['Wash', 'your', 'hands', 'before', 'handling', 'any', 'book', 'and', 'avoid', 'having', 'any', 'liquids', 'or', 'foods', 'nearby', 'during', 'handling', 'or', 'reading', 'to', 'help', 'keep', 'your', 'book', 'in', 'an', 'ideal', 'condition']",39,"[[40, 41], []]",2,[],"Use (cotton,gloves)",A,0
wikihow,9,3,Avoid using saliva to turn pages and instead use a sponge Use cotton gloves if you are handling a rare old or fragile book,Wash your hands before handling any book and avoid having any liquids or foods nearby during handling or reading to help keep your book in an ideal condition,"['Avoid', 'using', 'saliva', 'to', 'turn', 'pages', 'and', 'instead', 'use', 'a', 'sponge', 'Use', 'cotton', 'gloves', 'if', 'you', 'are', 'handling', 'a', 'rare', 'old', 'or', 'fragile', 'book']","['Wash', 'your', 'hands', 'before', 'handling', 'any', 'book', 'and', 'avoid', 'having', 'any', 'liquids', 'or', 'foods', 'nearby', 'during', 'handling', 'or', 'reading', 'to', 'help', 'keep', 'your', 'book', 'in', 'an', 'ideal', 'condition']",45,"[[51], []]",2,[],handling (book),A,0
wikihow,9,4,Remove large or bulky bookmarks,Avoid using saliva to turn pages and instead use a sponge Use cotton gloves if you are handling a rare old or fragile book,"['Remove', 'large', 'or', 'bulky', 'bookmarks']","['Avoid', 'using', 'saliva', 'to', 'turn', 'pages', 'and', 'instead', 'use', 'a', 'sponge', 'Use', 'cotton', 'gloves', 'if', 'you', 'are', 'handling', 'a', 'rare', 'old', 'or', 'fragile', 'book']",24,"[[28], []]",1,[],Remove (bookmarks),A,0
wikihow,9,6,Remove bulky bookmarks to reduce the chance of pages being accidentally ripped torn or damaged while reading,Large bookmarks can stress both the binding or glue in the spine of the book as well as make impressions and indentations in the page,"['Remove', 'bulky', 'bookmarks', 'to', 'reduce', 'the', 'chance', 'of', 'pages', 'being', 'accidentally', 'ripped', 'torn', 'or', 'damaged', 'while', 'reading']","['Large', 'bookmarks', 'can', 'stress', 'both', 'the', 'binding', 'or', 'glue', 'in', 'the', 'spine', 'of', 'the', 'book', 'as', 'well', 'as', 'make', 'impressions', 'and', 'indentations', 'in', 'the', 'page']",25,"[[27], []]",1,[],Remove (bookmarks),A,0
wikihow,9,6,Remove bulky bookmarks to reduce the chance of pages being accidentally ripped torn or damaged while reading,Large bookmarks can stress both the binding or glue in the spine of the book as well as make impressions and indentations in the page,"['Remove', 'bulky', 'bookmarks', 'to', 'reduce', 'the', 'chance', 'of', 'pages', 'being', 'accidentally', 'ripped', 'torn', 'or', 'damaged', 'while', 'reading']","['Large', 'bookmarks', 'can', 'stress', 'both', 'the', 'binding', 'or', 'glue', 'in', 'the', 'spine', 'of', 'the', 'book', 'as', 'well', 'as', 'make', 'impressions', 'and', 'indentations', 'in', 'the', 'page']",29,"[[31], []]",1,[],reduce (chance),A,0
wikihow,9,7,Try using a piece of thread or silk ribbon as a bookmark to avoid any unwanted damage,Remove bulky bookmarks to reduce the chance of pages being accidentally ripped torn or damaged while reading,"['Try', 'using', 'a', 'piece', 'of', 'thread', 'or', 'silk', 'ribbon', 'as', 'a', 'bookmark', 'to', 'avoid', 'any', 'unwanted', 'damage']","['Remove', 'bulky', 'bookmarks', 'to', 'reduce', 'the', 'chance', 'of', 'pages', 'being', 'accidentally', 'ripped', 'torn', 'or', 'damaged', 'while', 'reading']",18,"[[20, 22], [24, 25]]",1,[],"using (piece,thread)",A,0
wikihow,9,8,If you wish to keep the bookmark with the book place the bookmark in an acid free envelope next to the book or inside an insert,Try using a piece of thread or silk ribbon as a bookmark to avoid any unwanted damage,"['If', 'you', 'wish', 'to', 'keep', 'the', 'bookmark', 'with', 'the', 'book', 'place', 'the', 'bookmark', 'in', 'an', 'acid', 'free', 'envelope', 'next', 'to', 'the', 'book', 'or', 'inside', 'an', 'insert']","['Try', 'using', 'a', 'piece', 'of', 'thread', 'or', 'silk', 'ribbon', 'as', 'a', 'bookmark', 'to', 'avoid', 'any', 'unwanted', 'damage']",27,"[[29], []]",2,[],place (bookmark),A,0
wikihow,9,13,Use caution when opening new hardbacks as they often have stiff spine and are prone to cracking,The wider you open a book the more stress you are putting the spine and binding under,"['Use', 'caution', 'when', 'opening', 'new', 'hardbacks', 'as', 'they', 'often', 'have', 'stiff', 'spine', 'and', 'are', 'prone', 'to', 'cracking']","['The', 'wider', 'you', 'open', 'a', 'book', 'the', 'more', 'stress', 'you', 'are', 'putting', 'the', 'spine', 'and', 'binding', 'under']",17,"[[18], []]",1,[],Use (caution),A,0
wikihow,9,13,Use caution when opening new hardbacks as they often have stiff spine and are prone to cracking,The wider you open a book the more stress you are putting the spine and binding under,"['Use', 'caution', 'when', 'opening', 'new', 'hardbacks', 'as', 'they', 'often', 'have', 'stiff', 'spine', 'and', 'are', 'prone', 'to', 'cracking']","['The', 'wider', 'you', 'open', 'a', 'book', 'the', 'more', 'stress', 'you', 'are', 'putting', 'the', 'spine', 'and', 'binding', 'under']",20,"[[22], []]",1,[],opening (hardbacks),A,0
wikihow,9,14,Turn pages carefully,Use caution when opening new hardbacks as they often have stiff spine and are prone to cracking,"['Turn', 'pages', 'carefully']","['Use', 'caution', 'when', 'opening', 'new', 'hardbacks', 'as', 'they', 'often', 'have', 'stiff', 'spine', 'and', 'are', 'prone', 'to', 'cracking']",17,"[[18], []]",1,[],Turn (pages),A,0
wikihow,9,16,Use caution when turning pages in order to avoid unwanted tears wrinkles dimples and rips to pages or fragile bindings,Pages experience natural deterioration over time and can often become quite fragile or brittle,"['Use', 'caution', 'when', 'turning', 'pages', 'in', 'order', 'to', 'avoid', 'unwanted', 'tears', 'wrinkles', 'dimples', 'and', 'rips', 'to', 'pages', 'or', 'fragile', 'bindings']","['Pages', 'experience', 'natural', 'deterioration', 'over', 'time', 'and', 'can', 'often', 'become', 'quite', 'fragile', 'or', 'brittle']",14,"[[15], []]",1,[],Use (caution),A,0
wikihow,9,16,Use caution when turning pages in order to avoid unwanted tears wrinkles dimples and rips to pages or fragile bindings,Pages experience natural deterioration over time and can often become quite fragile or brittle,"['Use', 'caution', 'when', 'turning', 'pages', 'in', 'order', 'to', 'avoid', 'unwanted', 'tears', 'wrinkles', 'dimples', 'and', 'rips', 'to', 'pages', 'or', 'fragile', 'bindings']","['Pages', 'experience', 'natural', 'deterioration', 'over', 'time', 'and', 'can', 'often', 'become', 'quite', 'fragile', 'or', 'brittle']",17,"[[18], []]",1,[],turning (pages),A,0
wikihow,9,17,Try to use two hands while reading,Use caution when turning pages in order to avoid unwanted tears wrinkles dimples and rips to pages or fragile bindings,"['Try', 'to', 'use', 'two', 'hands', 'while', 'reading']","['Use', 'caution', 'when', 'turning', 'pages', 'in', 'order', 'to', 'avoid', 'unwanted', 'tears', 'wrinkles', 'dimples', 'and', 'rips', 'to', 'pages', 'or', 'fragile', 'bindings']",22,"[[24], []]",1,[],use (hands),A,0
wikihow,9,19,If holding a book with two hands is uncomfortable due to fragility size or weight lay the book on a table or cradle it in your lap,Using two hands while reading will ensure that the book's binding and pages are not being unnecessarily stressed,"['If', 'holding', 'a', 'book', 'with', 'two', 'hands', 'is', 'uncomfortable', 'due', 'to', 'fragility', 'size', 'or', 'weight', 'lay', 'the', 'book', 'on', 'a', 'table', 'or', 'cradle', 'it', 'in', 'your', 'lap']","['Using', 'two', 'hands', 'while', 'reading', 'will', 'ensure', 'that', 'the', ""book's"", 'binding', 'and', 'pages', 'are', 'not', 'being', 'unnecessarily', 'stressed']",33,"[[35], []]",2,[],lay (book),A,0
wikihow,9,22,Invest in reading copies if you have a book you can’t put down and want to preserve,It can be difficult to get them to resume their original shape and it often causes spine damage,"['Invest', 'in', 'reading', 'copies', 'if', 'you', 'have', 'a', 'book', 'you', 'can’t', 'put', 'down', 'and', 'want', 'to', 'preserve']","['It', 'can', 'be', 'difficult', 'to', 'get', 'them', 'to', 'resume', 'their', 'original', 'shape', 'and', 'it', 'often', 'causes', 'spine', 'damage']",18,"[[21], []]",2,[],Invest (copies),A,0
wikihow,9,23,Send rare and fragile books to a specialist in book conservation,Invest in reading copies if you have a book you can’t put down and want to preserve,"['Send', 'rare', 'and', 'fragile', 'books', 'to', 'a', 'specialist', 'in', 'book', 'conservation']","['Invest', 'in', 'reading', 'copies', 'if', 'you', 'have', 'a', 'book', 'you', 'can’t', 'put', 'down', 'and', 'want', 'to', 'preserve']",17,"[[21], []]",1,[],Send (books),A,0
wikihow,13,0,Ask for help,,"['Ask', 'for', 'help']",[],0,"[[2], []]",1,[],Ask (help),A,0
wikihow,13,1,Take the plant or a few leaves flowers and seeds to a greenhouse or nursery that sells houseplants and ask if someone can identify it,Ask for help,"['Take', 'the', 'plant', 'or', 'a', 'few', 'leaves', 'flowers', 'and', 'seeds', 'to', 'a', 'greenhouse', 'or', 'nursery', 'that', 'sells', 'houseplants', 'and', 'ask', 'if', 'someone', 'can', 'identify', 'it']","['Ask', 'for', 'help']",3,"[[5], [9, 10, 12]]",1,[],Take (plant),A,0
wikihow,13,1,Take the plant or a few leaves flowers and seeds to a greenhouse or nursery that sells houseplants and ask if someone can identify it,Ask for help,"['Take', 'the', 'plant', 'or', 'a', 'few', 'leaves', 'flowers', 'and', 'seeds', 'to', 'a', 'greenhouse', 'or', 'nursery', 'that', 'sells', 'houseplants', 'and', 'ask', 'if', 'someone', 'can', 'identify', 'it']","['Ask', 'for', 'help']",22,"[[24], []]",1,[],ask (someone),A,0
wikihow,13,2,If your county Extension office has a horticulturist take the plant to him or her for identification,Take the plant or a few leaves flowers and seeds to a greenhouse or nursery that sells houseplants and ask if someone can identify it,"['If', 'your', 'county', 'Extension', 'office', 'has', 'a', 'horticulturist', 'take', 'the', 'plant', 'to', 'him', 'or', 'her', 'for', 'identification']","['Take', 'the', 'plant', 'or', 'a', 'few', 'leaves', 'flowers', 'and', 'seeds', 'to', 'a', 'greenhouse', 'or', 'nursery', 'that', 'sells', 'houseplants', 'and', 'ask', 'if', 'someone', 'can', 'identify', 'it']",33,"[[35], []]",2,[],take (plant),A,0
wikihow,13,3,Take a good clear photo of the plant and some close ups of plant parts and post photos online in garden forums,If your county Extension office has a horticulturist take the plant to him or her for identification,"['Take', 'a', 'good', 'clear', 'photo', 'of', 'the', 'plant', 'and', 'some', 'close', 'ups', 'of', 'plant', 'parts', 'and', 'post', 'photos', 'online', 'in', 'garden', 'forums']","['If', 'your', 'county', 'Extension', 'office', 'has', 'a', 'horticulturist', 'take', 'the', 'plant', 'to', 'him', 'or', 'her', 'for', 'identification']",17,"[[21, 24], []]",1,[],"Take (photo,plant)",A,0
wikihow,13,3,Take a good clear photo of the plant and some close ups of plant parts and post photos online in garden forums,If your county Extension office has a horticulturist take the plant to him or her for identification,"['Take', 'a', 'good', 'clear', 'photo', 'of', 'the', 'plant', 'and', 'some', 'close', 'ups', 'of', 'plant', 'parts', 'and', 'post', 'photos', 'online', 'in', 'garden', 'forums']","['If', 'your', 'county', 'Extension', 'office', 'has', 'a', 'horticulturist', 'take', 'the', 'plant', 'to', 'him', 'or', 'her', 'for', 'identification']",33,"[[34], []]",1,[],post (photos),A,0
wikihow,13,4,Ask for help with identification from these online communities,Take a good clear photo of the plant and some close ups of plant parts and post photos online in garden forums,"['Ask', 'for', 'help', 'with', 'identification', 'from', 'these', 'online', 'communities']","['Take', 'a', 'good', 'clear', 'photo', 'of', 'the', 'plant', 'and', 'some', 'close', 'ups', 'of', 'plant', 'parts', 'and', 'post', 'photos', 'online', 'in', 'garden', 'forums']",22,"[[24], []]",1,[],Ask (help),A,0
wikihow,13,5,Send photos to plant diagnostic clinics college horticulture departments or other experts for identification,Ask for help with identification from these online communities,"['Send', 'photos', 'to', 'plant', 'diagnostic', 'clinics', 'college', 'horticulture', 'departments', 'or', 'other', 'experts', 'for', 'identification']","['Ask', 'for', 'help', 'with', 'identification', 'from', 'these', 'online', 'communities']",9,"[[10], []]",1,[],Send (photos),A,0
wikihow,13,6,Identify the houseplant yourself,Send photos to plant diagnostic clinics college horticulture departments or other experts for identification,"['Identify', 'the', 'houseplant', 'yourself']","['Send', 'photos', 'to', 'plant', 'diagnostic', 'clinics', 'college', 'horticulture', 'departments', 'or', 'other', 'experts', 'for', 'identification']",14,"[[16], []]",1,[],Identify (houseplant),A,0
wikihow,13,7,Collect some houseplant reference books making sure that they cover houseplants and not just native plants or garden plants,Identify the houseplant yourself,"['Collect', 'some', 'houseplant', 'reference', 'books', 'making', 'sure', 'that', 'they', 'cover', 'houseplants', 'and', 'not', 'just', 'native', 'plants', 'or', 'garden', 'plants']","['Identify', 'the', 'houseplant', 'yourself']",4,"[[6, 7, 8], []]",1,[],"Collect (houseplant,reference,books)",A,0
wikihow,13,9,Try the library for plant reference books you can look at for free,Some of these helpful references are listed below,"['Try', 'the', 'library', 'for', 'plant', 'reference', 'books', 'you', 'can', 'look', 'at', 'for', 'free']","['Some', 'of', 'these', 'helpful', 'references', 'are', 'listed', 'below']",8,"[[10], []]",1,[],Try (library),A,0
wikihow,13,10,Ask nurseries and greenhouses if they have references you can look at,Try the library for plant reference books you can look at for free,"['Ask', 'nurseries', 'and', 'greenhouses', 'if', 'they', 'have', 'references', 'you', 'can', 'look', 'at']","['Try', 'the', 'library', 'for', 'plant', 'reference', 'books', 'you', 'can', 'look', 'at', 'for', 'free']",13,"[[14, 16], []]",1,[],"Ask (nurseries,greenhouses)",A,0
wikihow,13,11,The County Extension offices in many US states may also have references you look at or purchase at a nominal fee,Ask nurseries and greenhouses if they have references you can look at,"['The', 'County', 'Extension', 'offices', 'in', 'many', 'US', 'states', 'may', 'also', 'have', 'references', 'you', 'look', 'at', 'or', 'purchase', 'at', 'a', 'nominal', 'fee']","['Ask', 'nurseries', 'and', 'greenhouses', 'if', 'they', 'have', 'references', 'you', 'can', 'look', 'at']",25,"[[23], []]",3,[28],look (references),A,0
wikihow,13,11,The County Extension offices in many US states may also have references you look at or purchase at a nominal fee,Ask nurseries and greenhouses if they have references you can look at,"['The', 'County', 'Extension', 'offices', 'in', 'many', 'US', 'states', 'may', 'also', 'have', 'references', 'you', 'look', 'at', 'or', 'purchase', 'at', 'a', 'nominal', 'fee']","['Ask', 'nurseries', 'and', 'greenhouses', 'if', 'they', 'have', 'references', 'you', 'can', 'look', 'at']",28,"[[23], []]",3,[25],purchase (references),A,0
wikihow,13,12,Examine the plant carefully,The County Extension offices in many US states may also have references you look at or purchase at a nominal fee,"['Examine', 'the', 'plant', 'carefully']","['The', 'County', 'Extension', 'offices', 'in', 'many', 'US', 'states', 'may', 'also', 'have', 'references', 'you', 'look', 'at', 'or', 'purchase', 'at', 'a', 'nominal', 'fee']",11,"[[23], []]",1,[],references (plant),A,0
wikihow,13,13,Try to look at a complete specimen with leaves stems roots and any flowers fruits or seeds,Examine the plant carefully,"['Try', 'to', 'look', 'at', 'a', 'complete', 'specimen', 'with', 'leaves', 'stems', 'roots', 'and', 'any', 'flowers', 'fruits', 'or', 'seeds']","['Examine', 'the', 'plant', 'carefully']",6,"[[10], []]",1,[],look (specimen),A,0
wikihow,13,14,Answer these questions if possible and record them in a notebook,Try to look at a complete specimen with leaves stems roots and any flowers fruits or seeds,"['Answer', 'these', 'questions', 'if', 'possible', 'and', 'record', 'them', 'in', 'a', 'notebook']","['Try', 'to', 'look', 'at', 'a', 'complete', 'specimen', 'with', 'leaves', 'stems', 'roots', 'and', 'any', 'flowers', 'fruits', 'or', 'seeds']",17,"[[19], []]",2,[],Answer (questions),A,0
wikihow,13,14,Answer these questions if possible and record them in a notebook,Try to look at a complete specimen with leaves stems roots and any flowers fruits or seeds,"['Answer', 'these', 'questions', 'if', 'possible', 'and', 'record', 'them', 'in', 'a', 'notebook']","['Try', 'to', 'look', 'at', 'a', 'complete', 'specimen', 'with', 'leaves', 'stems', 'roots', 'and', 'any', 'flowers', 'fruits', 'or', 'seeds']",23,"[[19], []]",1,[],record (questions),A,0
wikihow,13,15,Use a hand magnification lens if needed,Answer these questions if possible and record them in a notebook,"['Use', 'a', 'hand', 'magnification', 'lens', 'if', 'needed']","['Answer', 'these', 'questions', 'if', 'possible', 'and', 'record', 'them', 'in', 'a', 'notebook']",11,"[[13, 14, 15], []]",2,[],"Use (hand,magnification,lens)",A,0
wikihow,13,18,See the Tips section for sex part identification,Does the flower have male and female sex organs in each flower or flowers with only one type of sex part,"['See', 'the', 'Tips', 'section', 'for', 'sex', 'part', 'identification']","['Does', 'the', 'flower', 'have', 'male', 'and', 'female', 'sex', 'organs', 'in', 'each', 'flower', 'or', 'flowers', 'with', 'only', 'one', 'type', 'of', 'sex', 'part']",21,"[[23, 24], []]",1,[],"See (Tips,section)",A,0
wikihow,13,20,If it has too many to count just use the term multiple,How many petals does the flower have,"['If', 'it', 'has', 'too', 'many', 'to', 'count', 'just', 'use', 'the', 'term', 'multiple']","['How', 'many', 'petals', 'does', 'the', 'flower', 'have']",15,"[[17, 18], []]",2,[],"use (term,multiple)",A,0
wikihow,13,22,Split open fruit or seed pods and see if there are sections inside and what the seeds look like if there are any,Does the flower have sepals--the little green leaf-like structures sometimes found on the back of flowers,"['Split', 'open', 'fruit', 'or', 'seed', 'pods', 'and', 'see', 'if', 'there', 'are', 'sections', 'inside', 'and', 'what', 'the', 'seeds', 'look', 'like', 'if', 'there', 'are', 'any']","['Does', 'the', 'flower', 'have', 'sepals--the', 'little', 'green', 'leaf-like', 'structures', 'sometimes', 'found', 'on', 'the', 'back', 'of', 'flowers']",16,"[[18], [20, 21]]",1,[],Split (fruit),A,0
wikihow,13,22,Split open fruit or seed pods and see if there are sections inside and what the seeds look like if there are any,Does the flower have sepals--the little green leaf-like structures sometimes found on the back of flowers,"['Split', 'open', 'fruit', 'or', 'seed', 'pods', 'and', 'see', 'if', 'there', 'are', 'sections', 'inside', 'and', 'what', 'the', 'seeds', 'look', 'like', 'if', 'there', 'are', 'any']","['Does', 'the', 'flower', 'have', 'sepals--the', 'little', 'green', 'leaf-like', 'structures', 'sometimes', 'found', 'on', 'the', 'back', 'of', 'flowers']",23,"[[-1], []]",1,[],see (any),A,0
wikihow,13,32,Look at the shape of the stem and its color,What color is the leaf on the front and back,"['Look', 'at', 'the', 'shape', 'of', 'the', 'stem', 'and', 'its', 'color']","['What', 'color', 'is', 'the', 'leaf', 'on', 'the', 'front', 'and', 'back']",10,"[[13, 16, 19], []]",1,[],"Look (shape,stem,color)",A,0
wikihow,13,33,Look at the root system to see if it is fibrous tap rooted or does it have bulbs or tubers,Look at the shape of the stem and its color,"['Look', 'at', 'the', 'root', 'system', 'to', 'see', 'if', 'it', 'is', 'fibrous', 'tap', 'rooted', 'or', 'does', 'it', 'have', 'bulbs', 'or', 'tubers']","['Look', 'at', 'the', 'shape', 'of', 'the', 'stem', 'and', 'its', 'color']",10,"[[13, 14], []]",1,[],"Look (root,system)",A,0
wikihow,13,33,Look at the root system to see if it is fibrous tap rooted or does it have bulbs or tubers,Look at the shape of the stem and its color,"['Look', 'at', 'the', 'root', 'system', 'to', 'see', 'if', 'it', 'is', 'fibrous', 'tap', 'rooted', 'or', 'does', 'it', 'have', 'bulbs', 'or', 'tubers']","['Look', 'at', 'the', 'shape', 'of', 'the', 'stem', 'and', 'its', 'color']",16,"[[-1], []]",1,[],see (tubers),A,0
wikihow,13,34,Search your reference books for a match,Look at the root system to see if it is fibrous tap rooted or does it have bulbs or tubers,"['Search', 'your', 'reference', 'books', 'for', 'a', 'match']","['Look', 'at', 'the', 'root', 'system', 'to', 'see', 'if', 'it', 'is', 'fibrous', 'tap', 'rooted', 'or', 'does', 'it', 'have', 'bulbs', 'or', 'tubers']",20,"[[22, 23], []]",1,[],"Search (reference,books)",A,0
wikihow,13,35,Look for a plant that seems to look like your plant,Search your reference books for a match,"['Look', 'for', 'a', 'plant', 'that', 'seems', 'to', 'look', 'like', 'your', 'plant']","['Search', 'your', 'reference', 'books', 'for', 'a', 'match']",7,"[[10], []]",1,[],Look (plant),A,0
wikihow,13,36,Read the description of the plant and compare it to your observations,Look for a plant that seems to look like your plant,"['Read', 'the', 'description', 'of', 'the', 'plant', 'and', 'compare', 'it', 'to', 'your', 'observations']","['Look', 'for', 'a', 'plant', 'that', 'seems', 'to', 'look', 'like', 'your', 'plant']",11,"[[13], []]",1,[],Read (description),A,0
wikihow,13,36,Read the description of the plant and compare it to your observations,Look for a plant that seems to look like your plant,"['Read', 'the', 'description', 'of', 'the', 'plant', 'and', 'compare', 'it', 'to', 'your', 'observations']","['Look', 'for', 'a', 'plant', 'that', 'seems', 'to', 'look', 'like', 'your', 'plant']",18,"[[13, 22], []]",1,[],"compare (description,observations)",A,0
wikihow,13,37,Compare the description of each part don’t stop with just the flower or leaf if you have other parts to compare,Read the description of the plant and compare it to your observations,"['Compare', 'the', 'description', 'of', 'each', 'part', 'don’t', 'stop', 'with', 'just', 'the', 'flower', 'or', 'leaf', 'if', 'you', 'have', 'other', 'parts', 'to', 'compare']","['Read', 'the', 'description', 'of', 'the', 'plant', 'and', 'compare', 'it', 'to', 'your', 'observations']",12,"[[14], []]",1,[],Compare (description),A,0
wikihow,13,38,Record the name including the Latin name when you have a match and label your plant,Compare the description of each part don’t stop with just the flower or leaf if you have other parts to compare,"['Record', 'the', 'name', 'including', 'the', 'Latin', 'name', 'when', 'you', 'have', 'a', 'match', 'and', 'label', 'your', 'plant']","['Compare', 'the', 'description', 'of', 'each', 'part', 'don’t', 'stop', 'with', 'just', 'the', 'flower', 'or', 'leaf', 'if', 'you', 'have', 'other', 'parts', 'to', 'compare']",21,"[[23], []]",1,[],Record (name),A,0
wikihow,13,38,Record the name including the Latin name when you have a match and label your plant,Compare the description of each part don’t stop with just the flower or leaf if you have other parts to compare,"['Record', 'the', 'name', 'including', 'the', 'Latin', 'name', 'when', 'you', 'have', 'a', 'match', 'and', 'label', 'your', 'plant']","['Compare', 'the', 'description', 'of', 'each', 'part', 'don’t', 'stop', 'with', 'just', 'the', 'flower', 'or', 'leaf', 'if', 'you', 'have', 'other', 'parts', 'to', 'compare']",32,"[[34, 36], []]",1,[],"match (label,plant)",A,0
wikihow,52,0,Embellish ordinary lampshades,,"['Embellish', 'ordinary', 'lampshades']",[],0,"[[2], []]",1,[],Embellish (lampshades),A,0
wikihow,52,1,Take a dusty old lampshade from dull to delightful with a simple macrame cover,Embellish ordinary lampshades,"['Take', 'a', 'dusty', 'old', 'lampshade', 'from', 'dull', 'to', 'delightful', 'with', 'a', 'simple', 'macrame', 'cover']","['Embellish', 'ordinary', 'lampshades']",3,"[[7], []]",1,[],Take (lampshade),A,0
wikihow,52,3,Make your own DIY lampshades by knotting the cord around a wire frame that’s been shaped to fit over a lamp or ceiling light,These covers can easily be knotted to fit shades of different shapes and sizes meaning any light in your home can benefit from a custom fit,"['Make', 'your', 'own', 'DIY', 'lampshades', 'by', 'knotting', 'the', 'cord', 'around', 'a', 'wire', 'frame', 'that’s', 'been', 'shaped', 'to', 'fit', 'over', 'a', 'lamp', 'or', 'ceiling', 'light']","['These', 'covers', 'can', 'easily', 'be', 'knotted', 'to', 'fit', 'shades', 'of', 'different', 'shapes', 'and', 'sizes', 'meaning', 'any', 'light', 'in', 'your', 'home', 'can', 'benefit', 'from', 'a', 'custom', 'fit']",26,"[[29, 30], []]",1,[],"Make (DIY,lampshades)",A,0
wikihow,52,3,Make your own DIY lampshades by knotting the cord around a wire frame that’s been shaped to fit over a lamp or ceiling light,These covers can easily be knotted to fit shades of different shapes and sizes meaning any light in your home can benefit from a custom fit,"['Make', 'your', 'own', 'DIY', 'lampshades', 'by', 'knotting', 'the', 'cord', 'around', 'a', 'wire', 'frame', 'that’s', 'been', 'shaped', 'to', 'fit', 'over', 'a', 'lamp', 'or', 'ceiling', 'light']","['These', 'covers', 'can', 'easily', 'be', 'knotted', 'to', 'fit', 'shades', 'of', 'different', 'shapes', 'and', 'sizes', 'meaning', 'any', 'light', 'in', 'your', 'home', 'can', 'benefit', 'from', 'a', 'custom', 'fit']",32,"[[34], []]",1,[],knotting (cord),A,0
wikihow,52,4,Incorporate shells beads or tassels to add complexity to your lampshades,Make your own DIY lampshades by knotting the cord around a wire frame that’s been shaped to fit over a lamp or ceiling light,"['Incorporate', 'shells', 'beads', 'or', 'tassels', 'to', 'add', 'complexity', 'to', 'your', 'lampshades']","['Make', 'your', 'own', 'DIY', 'lampshades', 'by', 'knotting', 'the', 'cord', 'around', 'a', 'wire', 'frame', 'that’s', 'been', 'shaped', 'to', 'fit', 'over', 'a', 'lamp', 'or', 'ceiling', 'light']",23,"[[25, 26], [28]]",1,[],"light (shells,beads)",A,0
wikihow,52,4,Incorporate shells beads or tassels to add complexity to your lampshades,Make your own DIY lampshades by knotting the cord around a wire frame that’s been shaped to fit over a lamp or ceiling light,"['Incorporate', 'shells', 'beads', 'or', 'tassels', 'to', 'add', 'complexity', 'to', 'your', 'lampshades']","['Make', 'your', 'own', 'DIY', 'lampshades', 'by', 'knotting', 'the', 'cord', 'around', 'a', 'wire', 'frame', 'that’s', 'been', 'shaped', 'to', 'fit', 'over', 'a', 'lamp', 'or', 'ceiling', 'light']",30,"[[31], []]",1,[],add (complexity),A,0
wikihow,52,5,Weave clever furniture covers,Incorporate shells beads or tassels to add complexity to your lampshades,"['Weave', 'clever', 'furniture', 'covers']","['Incorporate', 'shells', 'beads', 'or', 'tassels', 'to', 'add', 'complexity', 'to', 'your', 'lampshades']",11,"[[13, 14], []]",1,[],"Weave (furniture,covers)",A,0
wikihow,52,6,If you’re unhappy with the look of your loveseat or recliner but aren’t in a position to buy a new one some macrame accents may be just what you need to make you fall in love with your seating situation again,Weave clever furniture covers,"['If', 'you’re', 'unhappy', 'with', 'the', 'look', 'of', 'your', 'loveseat', 'or', 'recliner', 'but', 'aren’t', 'in', 'a', 'position', 'to', 'buy', 'a', 'new', 'one', 'some', 'macrame', 'accents', 'may', 'be', 'just', 'what', 'you', 'need', 'to', 'make', 'you', 'fall', 'in', 'love', 'with', 'your', 'seating', 'situation', 'again']","['Weave', 'clever', 'furniture', 'covers']",33,"[[26, 27], []]",2,[],"need (macrame,accents)",A,0
wikihow,52,7,Drape an enchanting pattern over the back of the piece to give it a whole new decorative appeal,If you’re unhappy with the look of your loveseat or recliner but aren’t in a position to buy a new one some macrame accents may be just what you need to make you fall in love with your seating situation again,"['Drape', 'an', 'enchanting', 'pattern', 'over', 'the', 'back', 'of', 'the', 'piece', 'to', 'give', 'it', 'a', 'whole', 'new', 'decorative', 'appeal']","['If', 'you’re', 'unhappy', 'with', 'the', 'look', 'of', 'your', 'loveseat', 'or', 'recliner', 'but', 'aren’t', 'in', 'a', 'position', 'to', 'buy', 'a', 'new', 'one', 'some', 'macrame', 'accents', 'may', 'be', 'just', 'what', 'you', 'need', 'to', 'make', 'you', 'fall', 'in', 'love', 'with', 'your', 'seating', 'situation', 'again']",41,"[[43, 44], []]",1,[],"Drape (enchanting,pattern)",A,0
